Номенклатура;Вид номенклатуры;Подвид;Файл сертификат;Файл инструкция;Текстовое описание;Файл картинки;Цена Евро;Бренд;Мощность горелки мин., кВт;Мощность горелки макс., кВт;Вид топлива;Цена РУБ;Мощность котла, кВт;Паропроизводительность котла, кг пара в час;Рабочее давление котла, бар;Текстовое описание2;Наличие;Артикул;Скидка партнера 1;Скидка партнера 2;Скидка партнера 3;Срок поставки
"Горелка газовая FBR GAS XP 60/2 CE TC EVO + R. CE D1""-S LPG 002359R057031";Горелки для котлов отопления;Горелки газовые;С-IT.НВ54.В.06000.pdf;;"Мощность мин. 1-й ступени/мин. 2-й ступени – макс. 2-й ступени: 92/200-542 [Мкал/ч];
Мощность мин. 1-й ступени/мин. 2-й ступени – макс. 2-й ступени: 107/232-630 [кВт];
Расход G20 (ПРИРОДНЫЙ ГАЗ) мин. 1-й ступени/мин. 2-й ступени – макс. 2-й ступени: 10.7/23.3-63.3 [м?/ч];
Расход G31 (сжиженный газ) мин. 1-й ступени/мин. 2-й ступени – макс. 2-й ступени: 4/9-24.5 [м?/ч];
Топливо: Природный газ (вторая группа) - сжиженный газ (третья группа);
Периодическая работа (мин. 1 остановка каждые 24 часа);
Допустимые условия эксплуатации / хранения: -15...+40°C/ -20...+70°C, макс. относ. влажн. 80%;
Макс. температура воздуха для горения: 60 [°C];
Мин.давление газа D1""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 115.3 / 60 [мбар];
Мин.давление газа D1""1/4-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 54.5 / 37.4 [мбар];
Мин.давление газа D1""1/2-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 17.7 / 21.8 [мбар];
Максимальное давление на входе в клапана (Pe. макс): 360 [мбар];
Номинальная электрическая мощность: 700 [Вт];
Двигатель вентилятора: 550 [Вт]";FBR_GAS_XP60_EVO.jpg;5649;FBR;107;630;Природный газ;;;;;;;002359R057031;5;10;15;4-6 недель
"Горелка комбинированная FBR K 4/2 TC EVO2 + R. CE D1""1/4-S";Горелки для котлов отопления;Горелки комбинированные;С-IT.НВ54.В.06000.pdf;;"Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 100/200-450 [Мкал/ч];
Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 116/232-523 [кВт];
Расход G20 (ПРИРОДНЫЙ ГАЗ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 11.7/23.4-52.6 [м?/ч];
Расход G31 (сжиженный газ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 4.5/9-20.3 [м?/ч];
Расход ДИЗЕЛЬНОГО ТОПЛИВА мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 10/20-45 [кг/ч];
Работа с пилотной горелкой (мин. 1 остановка каждые 24 часа) двухступенчатая;
Макс. температура воздуха для горения: 60 [°C];
Мин. давление газа D1"" - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 95/60 [мбар];
Мин. давление газа D1""1/4 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 54.5/44 [мбар];
Мин. давление газа D1""1/2 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 28/33 [мбар];
Макс. давление на входе в клапана (Pe. макс): 360 [мбар];
Уровень шума, мин. - макс.: 73-76 [Дб];
Вес горелки 45 [кг].";K4_2_new.jpg;12174;FBR;116;523;Газ+дизель;;;;;;1;004106R057033;5;10;15;
"Горелка комбинированная FBR K 4/2 TC EVO2 + R. CE D1""-S";Горелки для котлов отопления;Горелки комбинированные;С-IT.НВ54.В.06000.pdf;;"Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 100/200-450 [Мкал/ч];
Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 116/232-523 [кВт];
Расход G20 (ПРИРОДНЫЙ ГАЗ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 11.7/23.4-52.6 [м?/ч];
Расход G31 (сжиженный газ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 4.5/9-20.3 [м?/ч];
Расход ДИЗЕЛЬНОГО ТОПЛИВА мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 10/20-45 [кг/ч];
Работа с пилотной горелкой (мин. 1 остановка каждые 24 часа) двухступенчатая;
Макс. температура воздуха для горения: 60 [°C];
Мин. давление газа D1"" - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 95/60 [мбар];
Мин. давление газа D1""1/4 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 54.5/44 [мбар];
Мин. давление газа D1""1/2 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 28/33 [мбар];
Макс. давление на входе в клапана (Pe. макс): 360 [мбар];
Уровень шума, мин. - макс.: 73-76 [Дб];
Вес горелки 45 [кг].";K4_2_new.jpg;11876;FBR;116;523;Газ+дизель;;;;;;1;004106R057031;5;10;15;
"Горелка комбинированная FBR K 4/2 TC EVO2 + R. CE D2""-S";Горелки для котлов отопления;Горелки комбинированные;С-IT.НВ54.В.06000.pdf;;"Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 100/200-450 [Мкал/ч];
Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 116/232-523 [кВт];
Расход G20 (ПРИРОДНЫЙ ГАЗ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 11.7/23.4-52.6 [м?/ч];
Расход G31 (сжиженный газ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 4.5/9-20.3 [м?/ч];
Расход ДИЗЕЛЬНОГО ТОПЛИВА мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 10/20-45 [кг/ч];
Работа с пилотной горелкой (мин. 1 остановка каждые 24 часа) двухступенчатая;
Макс. температура воздуха для горения: 60 [°C];
Мин. давление газа D1"" - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 95/60 [мбар];
Мин. давление газа D1""1/4 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 54.5/44 [мбар];
Мин. давление газа D1""1/2 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 28/33 [мбар];
Макс. давление на входе в клапана (Pe. макс): 360 [мбар];
Уровень шума, мин. - макс.: 73-76 [Дб];
Вес горелки 45 [кг].";K4_2_new.jpg;13498;FBR;116;523;Газ+дизель;;;;;;1;004106R057039;5;10;15;
"Горелка комбинированная FBR K 4/2 TC EVO + R. CE-CT D1""1/2-S";Горелки для котлов отопления;Горелки комбинированные;С-IT.НВ54.В.06000.pdf;;"Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 100/200-450 [Мкал/ч];
Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 116/232-523 [кВт];
Расход G20 (ПРИРОДНЫЙ ГАЗ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 11.7/23.4-52.6 [м?/ч];
Расход G31 (сжиженный газ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 4.5/9-20.3 [м?/ч];
Расход ДИЗЕЛЬНОГО ТОПЛИВА мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 10/20-45 [кг/ч];
Работа с пилотной горелкой (мин. 1 остановка каждые 24 часа) двухступенчатая;
Макс. температура воздуха для горения: 60 [°C];
Мин. давление газа D1"" - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 95/60 [мбар];
Мин. давление газа D1""1/4 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 54.5/44 [мбар];
Мин. давление газа D1""1/2 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 28/33 [мбар];
Макс. давление на входе в клапана (Pe. макс): 360 [мбар];
Уровень шума, мин. - макс.: 73-76 [Дб];
Вес горелки 45 [кг].";K4_2_new.jpg;13788;FBR;116;523;Газ+дизель;;;;;;1;CECT004106R057035;5;10;15;
"Горелка комбинированная FBR K 4/2 TC EVO + R. CE-CT D1""1/4-S";Горелки для котлов отопления;Горелки комбинированные;С-IT.НВ54.В.06000.pdf;;"Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 100/200-450 [Мкал/ч];
Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 116/232-523 [кВт];
Расход G20 (ПРИРОДНЫЙ ГАЗ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 11.7/23.4-52.6 [м?/ч];
Расход G31 (сжиженный газ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 4.5/9-20.3 [м?/ч];
Расход ДИЗЕЛЬНОГО ТОПЛИВА мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 10/20-45 [кг/ч];
Работа с пилотной горелкой (мин. 1 остановка каждые 24 часа) двухступенчатая;
Макс. температура воздуха для горения: 60 [°C];
Мин. давление газа D1"" - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 95/60 [мбар];
Мин. давление газа D1""1/4 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 54.5/44 [мбар];
Мин. давление газа D1""1/2 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 28/33 [мбар];
Макс. давление на входе в клапана (Pe. макс): 360 [мбар];
Уровень шума, мин. - макс.: 73-76 [Дб];
Вес горелки 45 [кг].";K4_2_new.jpg;13250;FBR;116;523;Газ+дизель;;;;;;1;CECT004106R057033;5;10;15;
"Горелка комбинированная FBR K 4/2 TC + R. CE-CT D1""-S";Горелки для котлов отопления;Горелки комбинированные;С-IT.НВ54.В.06000.pdf;;"Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 100/200-450 [Мкал/ч];
Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 116/232-523 [кВт];
Расход G20 (ПРИРОДНЫЙ ГАЗ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 11.7/23.4-52.6 [м?/ч];
Расход G31 (сжиженный газ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 4.5/9-20.3 [м?/ч];
Расход ДИЗЕЛЬНОГО ТОПЛИВА мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 10/20-45 [кг/ч];
Работа с пилотной горелкой (мин. 1 остановка каждые 24 часа) двухступенчатая;
Макс. температура воздуха для горения: 60 [°C];
Мин. давление газа D1"" - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 95/60 [мбар];
Мин. давление газа D1""1/4 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 54.5/44 [мбар];
Мин. давление газа D1""1/2 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 28/33 [мбар];
Макс. давление на входе в клапана (Pe. макс): 360 [мбар];
Уровень шума, мин. - макс.: 73-76 [Дб];
Вес горелки 45 [кг].";K4_2_new.jpg;12952;FBR;116;523;Газ+дизель;;;;;;1;CECT004106R057031;5;10;15;
"Горелка комбинированная FBR K 4/2 TL EVO2 + R. CE D1""1/2-S";Горелки для котлов отопления;Горелки комбинированные;С-IT.НВ54.В.06000.pdf;;"Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 100/200-450 [Мкал/ч];
Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 116/232-523 [кВт];
Расход G20 (ПРИРОДНЫЙ ГАЗ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 11.7/23.4-52.6 [м?/ч];
Расход G31 (сжиженный газ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 4.5/9-20.3 [м?/ч];
Расход ДИЗЕЛЬНОГО ТОПЛИВА мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 10/20-45 [кг/ч];
Работа с пилотной горелкой (мин. 1 остановка каждые 24 часа) двухступенчатая;
Макс. температура воздуха для горения: 60 [°C];
Мин. давление газа D1"" - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 95/60 [мбар];
Мин. давление газа D1""1/4 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 54.5/44 [мбар];
Мин. давление газа D1""1/2 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 28/33 [мбар];
Макс. давление на входе в клапана (Pe. макс): 360 [мбар];
Уровень шума, мин. - макс.: 73-76 [Дб];
Вес горелки 45 [кг].";K4_2_new.jpg;12795;FBR;116;523;Газ+дизель;;;;;;1;004023R057035;5;10;15;
"Горелка комбинированная FBR K 4/2 TC EVO2 + R. CE D1""1/2-S";Горелки для котлов отопления;Горелки комбинированные;С-IT.НВ54.В.06000.pdf;;"Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 100/200-450 [Мкал/ч];
Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 116/232-523 [кВт];
Расход G20 (ПРИРОДНЫЙ ГАЗ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 11.7/23.4-52.6 [м?/ч];
Расход G31 (сжиженный газ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 4.5/9-20.3 [м?/ч];
Расход ДИЗЕЛЬНОГО ТОПЛИВА мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 10/20-45 [кг/ч];
Работа с пилотной горелкой (мин. 1 остановка каждые 24 часа) двухступенчатая;
Макс. температура воздуха для горения: 60 [°C];
Мин. давление газа D1"" - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 95/60 [мбар];
Мин. давление газа D1""1/4 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 54.5/44 [мбар];
Мин. давление газа D1""1/2 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 28/33 [мбар];
Макс. давление на входе в клапана (Pe. макс): 360 [мбар];
Уровень шума, мин. - макс.: 73-76 [Дб];
Вес горелки 45 [кг].";K4_2_new.jpg;12712;FBR;116;523;Газ+дизель;;;;;;1;004106R057035;5;10;15;
"Горелка комбинированная FBR K 4/2 TL EVO2 + R. CE D1""1/4-S";Горелки для котлов отопления;Горелки комбинированные;С-IT.НВ54.В.06000.pdf;;"Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 100/200-450 [Мкал/ч];
Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 116/232-523 [кВт];
Расход G20 (ПРИРОДНЫЙ ГАЗ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 11.7/23.4-52.6 [м?/ч];
Расход G31 (сжиженный газ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 4.5/9-20.3 [м?/ч];
Расход ДИЗЕЛЬНОГО ТОПЛИВА мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 10/20-45 [кг/ч];
Работа с пилотной горелкой (мин. 1 остановка каждые 24 часа) двухступенчатая;
Макс. температура воздуха для горения: 60 [°C];
Мин. давление газа D1"" - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 95/60 [мбар];
Мин. давление газа D1""1/4 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 54.5/44 [мбар];
Мин. давление газа D1""1/2 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 28/33 [мбар];
Макс. давление на входе в клапана (Pe. макс): 360 [мбар];
Уровень шума, мин. - макс.: 73-76 [Дб];
Вес горелки 45 [кг].";K4_2_new.jpg;12257;FBR;116;523;Газ+дизель;;;;;;1;004023R057033;5;10;15;
"Горелка комбинированная FBR K 4/2 TL EVO2 + R. CE D1""-S";Горелки для котлов отопления;Горелки комбинированные;С-IT.НВ54.В.06000.pdf;;"Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 100/200-450 [Мкал/ч];
Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 116/232-523 [кВт];
Расход G20 (ПРИРОДНЫЙ ГАЗ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 11.7/23.4-52.6 [м?/ч];
Расход G31 (сжиженный газ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 4.5/9-20.3 [м?/ч];
Расход ДИЗЕЛЬНОГО ТОПЛИВА мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 10/20-45 [кг/ч];
Работа с пилотной горелкой (мин. 1 остановка каждые 24 часа) двухступенчатая;
Макс. температура воздуха для горения: 60 [°C];
Мин. давление газа D1"" - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 95/60 [мбар];
Мин. давление газа D1""1/4 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 54.5/44 [мбар];
Мин. давление газа D1""1/2 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 28/33 [мбар];
Макс. давление на входе в клапана (Pe. макс): 360 [мбар];
Уровень шума, мин. - макс.: 73-76 [Дб];
Вес горелки 45 [кг].";K4_2_new.jpg;11959;FBR;116;523;Газ+дизель;;;;;;1;004023R057031;5;10;15;
"Горелка комбинированная FBR K 4/2 TL EVO2 + R. CE D2""-S";Горелки для котлов отопления;Горелки комбинированные;С-IT.НВ54.В.06000.pdf;;"Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 100/200-450 [Мкал/ч];
Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 116/232-523 [кВт];
Расход G20 (ПРИРОДНЫЙ ГАЗ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 11.7/23.4-52.6 [м?/ч];
Расход G31 (сжиженный газ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 4.5/9-20.3 [м?/ч];
Расход ДИЗЕЛЬНОГО ТОПЛИВА мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 10/20-45 [кг/ч];
Работа с пилотной горелкой (мин. 1 остановка каждые 24 часа) двухступенчатая;
Макс. температура воздуха для горения: 60 [°C];
Мин. давление газа D1"" - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 95/60 [мбар];
Мин. давление газа D1""1/4 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 54.5/44 [мбар];
Мин. давление газа D1""1/2 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 28/33 [мбар];
Макс. давление на входе в клапана (Pe. макс): 360 [мбар];
Уровень шума, мин. - макс.: 73-76 [Дб];
Вес горелки 45 [кг].";K4_2_new.jpg;13581;FBR;116;523;Газ+дизель;;;;;;1;004023R057039;5;10;15;
"Горелка комбинированная FBR K 4/2 TL EVO + R. CE-CT D1""1/2-S";Горелки для котлов отопления;Горелки комбинированные;С-IT.НВ54.В.06000.pdf;;"Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 100/200-450 [Мкал/ч];
Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 116/232-523 [кВт];
Расход G20 (ПРИРОДНЫЙ ГАЗ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 11.7/23.4-52.6 [м?/ч];
Расход G31 (сжиженный газ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 4.5/9-20.3 [м?/ч];
Расход ДИЗЕЛЬНОГО ТОПЛИВА мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 10/20-45 [кг/ч];
Работа с пилотной горелкой (мин. 1 остановка каждые 24 часа) двухступенчатая;
Макс. температура воздуха для горения: 60 [°C];
Мин. давление газа D1"" - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 95/60 [мбар];
Мин. давление газа D1""1/4 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 54.5/44 [мбар];
Мин. давление газа D1""1/2 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 28/33 [мбар];
Макс. давление на входе в клапана (Pe. макс): 360 [мбар];
Уровень шума, мин. - макс.: 73-76 [Дб];
Вес горелки 45 [кг].";K4_2_new.jpg;13870;FBR;116;523;Газ+дизель;;;;;;1;CECT004023R057035;5;10;15;
"Горелка комбинированная FBR K 4/2 TL EVO + R. CE-CT D1""1/4-S";Горелки для котлов отопления;Горелки комбинированные;С-IT.НВ54.В.06000.pdf;;"Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 100/200-450 [Мкал/ч];
Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 116/232-523 [кВт];
Расход G20 (ПРИРОДНЫЙ ГАЗ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 11.7/23.4-52.6 [м?/ч];
Расход G31 (сжиженный газ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 4.5/9-20.3 [м?/ч];
Расход ДИЗЕЛЬНОГО ТОПЛИВА мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 10/20-45 [кг/ч];
Работа с пилотной горелкой (мин. 1 остановка каждые 24 часа) двухступенчатая;
Макс. температура воздуха для горения: 60 [°C];
Мин. давление газа D1"" - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 95/60 [мбар];
Мин. давление газа D1""1/4 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 54.5/44 [мбар];
Мин. давление газа D1""1/2 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 28/33 [мбар];
Макс. давление на входе в клапана (Pe. макс): 360 [мбар];
Уровень шума, мин. - макс.: 73-76 [Дб];
Вес горелки 45 [кг].";K4_2_new.jpg;13332;FBR;116;523;Газ+дизель;;;;;;1;CECT004023R057033;5;10;15;
"Горелка комбинированная FBR K 4/2 TL + R. CE-CT D1""-S";Горелки для котлов отопления;Горелки комбинированные;С-IT.НВ54.В.06000.pdf;;"Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 100/200-450 [Мкал/ч];
Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 116/232-523 [кВт];
Расход G20 (ПРИРОДНЫЙ ГАЗ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 11.7/23.4-52.6 [м?/ч];
Расход G31 (сжиженный газ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 4.5/9-20.3 [м?/ч];
Расход ДИЗЕЛЬНОГО ТОПЛИВА мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 10/20-45 [кг/ч];
Работа с пилотной горелкой (мин. 1 остановка каждые 24 часа) двухступенчатая;
Макс. температура воздуха для горения: 60 [°C];
Мин. давление газа D1"" - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 95/60 [мбар];
Мин. давление газа D1""1/4 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 54.5/44 [мбар];
Мин. давление газа D1""1/2 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 28/33 [мбар];
Макс. давление на входе в клапана (Pe. макс): 360 [мбар];
Уровень шума, мин. - макс.: 73-76 [Дб];
Вес горелки 45 [кг].";K4_2_new.jpg;13034;FBR;116;523;Газ+дизель;;;;;;1;CECT004023R057031;5;10;15;
"Горелка комбинированная FBR K 4/2 TL EVO + R. CE-CT D2""-S";Горелки для котлов отопления;Горелки комбинированные;С-IT.НВ54.В.06000.pdf;;"Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 100/200-450 [Мкал/ч];
Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 116/232-523 [кВт];
Расход G20 (ПРИРОДНЫЙ ГАЗ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 11.7/23.4-52.6 [м?/ч];
Расход G31 (сжиженный газ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 4.5/9-20.3 [м?/ч];
Расход ДИЗЕЛЬНОГО ТОПЛИВА мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 10/20-45 [кг/ч];
Работа с пилотной горелкой (мин. 1 остановка каждые 24 часа) двухступенчатая;
Макс. температура воздуха для горения: 60 [°C];
Мин. давление газа D1"" - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 95/60 [мбар];
Мин. давление газа D1""1/4 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 54.5/44 [мбар];
Мин. давление газа D1""1/2 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 28/33 [мбар];
Макс. давление на входе в клапана (Pe. макс): 360 [мбар];
Уровень шума, мин. - макс.: 73-76 [Дб];
Вес горелки 45 [кг].";K4_2_new.jpg;14657;FBR;116;523;Газ+дизель;;;;;;1;CECT004023R057039;5;10;15;
"Горелка комбинированная FBR K 4/2 TC EVO + R. CE-CT D2""-S";Горелки для котлов отопления;Горелки комбинированные;С-IT.НВ54.В.06000.pdf;;"Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 100/200-450 [Мкал/ч];
Мощность мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 116/232-523 [кВт];
Расход G20 (ПРИРОДНЫЙ ГАЗ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 11.7/23.4-52.6 [м?/ч];
Расход G31 (сжиженный газ) мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 4.5/9-20.3 [м?/ч];
Расход ДИЗЕЛЬНОГО ТОПЛИВА мин. 1-й ступени / мин. 2-й ступени – макс. 2-й ступени: 10/20-45 [кг/ч];
Работа с пилотной горелкой (мин. 1 остановка каждые 24 часа) двухступенчатая;
Макс. температура воздуха для горения: 60 [°C];
Мин. давление газа D1"" - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 95/60 [мбар];
Мин. давление газа D1""1/4 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 54.5/44 [мбар];
Мин. давление газа D1""1/2 - S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 28/33 [мбар];
Макс. давление на входе в клапана (Pe. макс): 360 [мбар];
Уровень шума, мин. - макс.: 73-76 [Дб];
Вес горелки 45 [кг].";K4_2_new.jpg;14574;FBR;116;523;Газ+дизель;;;;;;1;CECT004106R057039;5;10;15;
